dataset,fold,metric,k,vote,retention,n_train,n_test,fit_time_s,predict_time_s,total_time_s,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,confusion_matrix_json
adult,0,heom,3,modified_plurality,never_retain,43958,4884,0.0008932000055210665,45.157332699993276,45.1582258999988,0.8181818181818182,0.7509711921946627,0.7356800338949097,0.7426444356621771,0.8132866524143634,0.8181818181818182,0.8153270418205316,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3321, 394], [494, 675]]}"
adult,0,heom,5,modified_plurality,never_retain,43958,4884,0.000526399991940707,44.829404000003706,44.829930399995646,0.8241195741195741,0.7602169075807246,0.7398762559480155,0.7489092844629571,0.8183226893692642,0.8241195741195741,0.8205461709073069,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3349, 366], [493, 676]]}"
adult,0,heom,7,modified_plurality,never_retain,43958,4884,0.0005615999980363995,44.834443599989754,44.83500519998779,0.8284193284193284,0.7669346042221374,0.7441682679632083,0.7541807610993658,0.8224059393766548,0.8284193284193284,0.8246022932888684,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3365, 350], [488, 681]]}"
adult,1,heom,3,modified_plurality,never_retain,43959,4883,0.0005080999981146306,44.7760236000031,44.776531700001215,0.821421257423715,0.7564000998665246,0.7338371605302458,0.7436956478818234,0.8148984708655228,0.821421257423715,0.8173167440154039,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3350, 365], [507, 661]]}"
adult,1,heom,5,modified_plurality,never_retain,43959,4883,0.0005126999894855544,45.03718070000468,45.03769339999417,0.8273602293671923,0.7653750837663897,0.7418491537454599,0.7521392780132022,0.8211026396595221,0.8273602293671923,0.8233614947784857,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3365, 350], [493, 675]]}"
adult,1,heom,7,modified_plurality,never_retain,43959,4883,0.0005053000058978796,45.26143259998935,45.261937899995246,0.8314560720868319,0.7726402072088839,0.7430734803370269,0.7556315975961261,0.8244217515725664,0.8314560720868319,0.8266334124960626,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3390, 325], [498, 670]]}"
adult,2,heom,3,modified_plurality,never_retain,43957,4885,0.0004583000118145719,45.23384739999892,45.23430570001074,0.8104401228249745,0.7396979910610544,0.7278186147634331,0.7333165665375316,0.8061574688532938,0.8104401228249745,0.808032764006714,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3293, 422], [504, 666]]}"
adult,2,heom,5,modified_plurality,never_retain,43957,4885,0.000512800004798919,45.23007309999957,45.23058590000437,0.8219037871033776,0.7573621764057266,0.7347701050258251,0.7446443171937029,0.815424530320722,0.8219037871033776,0.8178208527054717,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3351, 364], [506, 664]]}"
adult,2,heom,7,modified_plurality,never_retain,43957,4885,0.0004636999947251752,45.01856770001177,45.0190314000065,0.8294779938587513,0.7695267220598041,0.7417992430778433,0.7536670374490175,0.822596630487046,0.8294779938587513,0.8248621976197823,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3381, 334], [499, 671]]}"
adult,3,heom,3,modified_plurality,never_retain,43958,4884,0.00043590000132098794,44.95910900000308,44.9595449000044,0.8220720720720721,0.756274591684212,0.7430599075453057,0.7491723631676981,0.8179567035415585,0.8220720720720721,0.819718682304935,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3324, 392], [477, 691]]}"
adult,3,heom,5,modified_plurality,never_retain,43958,4884,0.0004786999925272539,45.082639400003245,45.08311809999577,0.8316953316953317,0.7716423362071048,0.7487968540336494,0.7588742071881607,0.825902986031219,0.8316953316953317,0.8280054386502589,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3373, 343], [479, 689]]}"
adult,3,heom,7,modified_plurality,never_retain,43958,4884,0.0004714999959105626,44.90073019999545,44.90120169999136,0.8398853398853399,0.7842641879857513,0.7588754478965452,0.7700137391223919,0.8342369295372858,0.8398853398853399,0.836147780260576,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3397, 319], [463, 705]]}"
adult,4,heom,3,modified_plurality,never_retain,43957,4885,0.000505700008943677,44.81277079999563,44.81327650000458,0.81985670419652,0.7536343621068743,0.7355980795597794,0.7436866103144495,0.8143282467064884,0.81985670419652,0.816538742915889,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3334, 382], [498, 671]]}"
adult,4,heom,5,modified_plurality,never_retain,43957,4885,0.0005139999993843958,45.515301399995224,45.51581539999461,0.8268167860798362,0.7652067297867993,0.7384139149043141,0.7499047477497716,0.8198639270624403,0.8268167860798362,0.822217395083354,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3374, 342], [504, 665]]}"
adult,4,heom,7,modified_plurality,never_retain,43957,4885,0.0004928999987896532,45.18834130000323,45.18883420000202,0.8407369498464687,0.7878908172492805,0.7534267924246847,0.7678648301716046,0.8338761605103117,0.8407369498464687,0.8356782349256707,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3422, 294], [484, 685]]}"
adult,5,heom,3,modified_plurality,never_retain,43958,4884,0.0004845999937970191,45.03011649999826,45.030601099992055,0.8198198198198198,0.7543967756124419,0.7286645494492532,0.7396676163503895,0.8124392256961462,0.8198198198198198,0.815028433486961,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3357, 359], [521, 647]]}"
adult,5,heom,5,modified_plurality,never_retain,43958,4884,0.0004741000011563301,45.2450525000022,45.24552660000336,0.8241195741195741,0.7609405044236386,0.7347189863898432,0.7459634781581947,0.817031190690274,0.8241195741195741,0.8194746381838849,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3367, 349], [510, 658]]}"
adult,5,heom,7,modified_plurality,never_retain,43958,4884,0.0004656999954022467,45.00987730000634,45.01034300000174,0.8288288288288288,0.7689649781113196,0.7378137119011456,0.7508776280028739,0.8212739944447262,0.8288288288288288,0.8235788211597308,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3390, 326], [510, 658]]}"
adult,6,heom,3,modified_plurality,never_retain,43958,4884,0.0004377000004751608,44.98931259999517,44.98975029999565,0.8147010647010647,0.7459511836025152,0.7298744944258762,0.7371390041312403,0.8093704579782062,0.8147010647010647,0.8115728549457043,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3316, 399], [506, 663]]}"
adult,6,heom,5,modified_plurality,never_retain,43958,4884,0.0005081999988760799,45.00228530001186,45.00279350001074,0.8196150696150696,0.7541730347531397,0.7290008715504963,0.7397985091220711,0.8123488101576346,0.8196150696150696,0.8149234492385865,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3354, 361], [520, 649]]}"
adult,6,heom,7,modified_plurality,never_retain,43958,4884,0.00051710000843741,44.83451459999196,44.8350317000004,0.8271908271908271,0.7658154589270515,0.7389638335327039,0.7504813503378169,0.8202620399721988,0.8271908271908271,0.8226018555327076,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3374, 341], [503, 666]]}"
adult,7,heom,3,modified_plurality,never_retain,43958,4884,0.00045340000360738486,45.26897740000277,45.269430800006376,0.8181818181818182,0.752742432275493,0.7214240161021572,0.7343167572494842,0.8094565667276414,0.8181818181818182,0.8121914566866515,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3370, 346], [542, 626]]}"
adult,7,heom,5,modified_plurality,never_retain,43958,4884,0.00047729999641887844,45.42133699999249,45.42181429998891,0.8263718263718264,0.7663835625806783,0.7297414365129686,0.7445606694560669,0.8176755411510962,0.8263718263718264,0.8199784798111158,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3400, 316], [532, 636]]}"
adult,7,heom,7,modified_plurality,never_retain,43958,4884,0.00046019999717827886,45.16906149999704,45.16952169999422,0.8288288288288288,0.7695220435233816,0.7357590095403808,0.7497064293744721,0.8208514215662753,0.8288288288288288,0.823123717724691,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3397, 319], [517, 651]]}"
adult,8,heom,3,modified_plurality,never_retain,43958,4884,0.0004425000079208985,45.08964459999697,45.090087100004894,0.8192055692055692,0.7527399268552951,0.7329573521388442,0.741728611338802,0.8131804895635386,0.8192055692055692,0.8155272239161936,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3338, 378], [505, 663]]}"
adult,8,heom,5,modified_plurality,never_retain,43958,4884,0.0004579999949783087,45.25408470000548,45.25454270000046,0.8257575757575758,0.7635659113871989,0.7363824704720056,0.7479984189739617,0.8186264954093394,0.8257575757575758,0.8210283974054576,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3373, 343], [508, 660]]}"
adult,8,heom,7,modified_plurality,never_retain,43958,4884,0.00058230001013726,45.06243949999043,45.06302180000057,0.8253480753480753,0.7631264000388095,0.7349392482710825,0.7469060316837373,0.8179848182699546,0.8253480753480753,0.8204147949263755,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3375, 341], [512, 656]]}"
adult,9,heom,3,modified_plurality,never_retain,43957,4885,0.00046910000673960894,44.95301329999347,44.95348240000021,0.8178096212896623,0.7501211646854218,0.7417394255213905,0.7457220787618499,0.8149563630511696,0.8178096212896623,0.8162575634728388,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3298, 417], [473, 697]]}"
adult,9,heom,5,modified_plurality,never_retain,43957,4885,0.00046669998846482486,45.02448690000165,45.02495359999011,0.8221084953940635,0.7568446725225675,0.7410526739598072,0.7482452906132989,0.8173093355032581,0.8221084953940635,0.8192890760127872,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3331, 384], [485, 685]]}"
adult,9,heom,7,modified_plurality,never_retain,43957,4885,0.0004918999911751598,45.39223769999808,45.39272959998925,0.8280450358239508,0.7659899422611287,0.7464195741450116,0.7551816717379631,0.8226973796461853,0.8280450358239508,0.8247641338763643,"{""labels"": [""<=50K"", "">50K""], ""matrix"": [[3355, 360], [480, 690]]}"
